Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,PIG-332,12400782,,Comparing float column with double constant fails,,pkamath,Minor,Resolved,Won't Fix,23/Jul/08 00:14,15/Jan/10 06:18,
Bug,,PIG-147,12390898,,Pig Jira Administrator: Please remove the Patch Available check box,,xuzh,Minor,Resolved,Fixed,12/Mar/08 22:57,15/Jan/10 05:51,
Improvement,,PIG-21,12381790,,Show more details about the current execution context,,ab,Minor,Resolved,Won't Fix,03/Nov/07 15:40,15/Jan/10 05:31,
Improvement,,PIG-64,12386432,,Formatter for Hadoop Job Config file,,breed,Minor,Resolved,Incomplete,16/Jan/08 22:07,15/Jan/10 05:30,
Bug,,PIG-1130,12442578,,In pig local ( hadoop local mode ) mode the counting of number of tuples and bytes is incorrect if data is more than one local split.,,ankit.modi,Minor,Open,,06/Dec/09 16:54,19/Dec/09 03:16,
Improvement,,PIG-16,12381679,,setting parallel from grunt via set command,,olgan,Minor,Resolved,Fixed,02/Nov/07 03:15,13/Oct/09 15:26,
New Feature,,PIG-994,12437252,,Provide 'append'/'update' keyword to allow appending/updating to diferent dataset once the feature is available in Hadoop,,rekhajos,Minor,Open,,05/Oct/09 06:32,12/Oct/09 16:16,
Bug,Patch Available,PIG-593,12411492,,RegExLoader stops an non-matching line,,vzaliva,Minor,Resolved,Duplicate,30/Dec/08 20:41,18/Sep/09 18:01,
Improvement,,PIG-869,12429276,,Pig scripts should be able to handle scenario where input datasets not present/or empty before running,,rekhajos,Minor,Open,,01/Jul/09 11:36,11/Sep/09 19:15,
New Feature,,PIG-855,12428145,,Filter to determine if a UserAgent string is a bot,,dvryaboy,Minor,Open,,17/Jun/09 17:00,18/Jun/09 00:34,
Improvement,,PIG-351,12401439,,PERFORMANCE: filters are 10-20% slower,gates,olgan,Minor,Resolved,Won't Fix,31/Jul/08 20:21,12/Jun/09 00:30,
Improvement,,PIG-357,12401616,,PERFORMANCE: progress reported on every tuple,gates,olgan,Minor,Resolved,Won't Fix,04/Aug/08 17:37,06/May/09 15:13,
Bug,,PIG-783,12423718,,PigStorage does not handle unicode characters above \u007f as a separator in the data.,,gates,Minor,Open,,24/Apr/09 17:07,24/Apr/09 17:07,
Improvement,,PIG-780,12423667,,Code refactoring: PlanPrinters,,hagleitn,Minor,Open,,24/Apr/09 06:59,24/Apr/09 06:59,
Improvement,,PIG-776,12423657,,"Code refactoring: Move ""moveResults"" code from JobControlCompiler to MapReduceLauncher",,hagleitn,Minor,Open,,24/Apr/09 05:58,24/Apr/09 05:58,
Bug,,PIG-432,12404385,,An unclear message is given when streaming cannot find an object depended upon by the streaming app.,pkamath,gates,Minor,Open,,15/Sep/08 20:42,27/Mar/09 18:21,
Bug,,PIG-515,12407627,,"Currently Pig does not support assigning an existing relation to another alias (e.g., B = A;)",,olston,Minor,Resolved,Duplicate,31/Oct/08 20:43,27/Mar/09 18:21,
Bug,,PIG-707,12416461,,dump does not display of map of maps correctly,,pkamath,Minor,Open,,09/Mar/09 18:58,27/Mar/09 18:21,
Bug,,PIG-567,12410827,,Handling strings and exceptions in text data parser,,sms,Minor,Open,,16/Dec/08 19:35,27/Mar/09 18:21,
Bug,,PIG-412,12403708,,On failure streaming does not store stderr to specified error log file,pkamath,pkamath,Minor,Open,,04/Sep/08 20:51,27/Mar/09 18:21,
Improvement,,PIG-358,12401617,,PERFORMANCE: performance improvement in POUserFunc,,olgan,Minor,Open,,04/Aug/08 17:47,27/Mar/09 18:21,
Improvement,,PIG-677,12414767,,PERFORMANCE: HDataType.getWritableComparableTypes() method can use the supplied key type rather than figuring it out using instanceof,,pkamath,Minor,Open,,13/Feb/09 18:11,27/Mar/09 18:21,
Improvement,,PIG-562,12410618,,Command line parameters should have higher precedence than parameter files during pre-processing of parameters,,sms,Minor,Open,,12/Dec/08 23:55,27/Mar/09 18:21,
Bug,,PIG-727,12417329,,OperatorPlan exceptions don't use any of the new recommended constructors,,thejas,Minor,Open,,19/Mar/09 22:34,19/Mar/09 22:34,
Bug,,PIG-662,12414405,,Add a queries to pig mix that tests scalability of joins,,gates,Minor,Open,,09/Feb/09 17:23,09/Feb/09 17:23,
Bug,,PIG-661,12414404,,Add a query to pig mix that tests unions in the map phase,,gates,Minor,Open,,09/Feb/09 17:20,09/Feb/09 17:20,
Wish,,PIG-393,12402842,,notations for data bag and data map are confusing,,rafan,Minor,Resolved,Won't Fix,22/Aug/08 06:22,26/Jan/09 21:59,
Improvement,,PIG-575,12411184,,Please extend FieldSchema class with getSchema() member function for iterating over complex Schemas in Pig UDF outputSchema,,ciemo,Minor,Open,,22/Dec/08 18:59,22/Dec/08 19:04,
New Feature,,PIG-317,12400279,,UDF for linear regresssion,,ajaygarg,Minor,Open,,15/Jul/08 10:14,15/Jul/08 10:17,
Test,,PIG-74,12386991,,Update the related documents for unit testing with the local mini hadoop cluster,,xuzh,Minor,Closed,Fixed,24/Jan/08 00:49,03/Jul/08 18:12,
New Feature,,PIG-66,12386555,,Providing Hadoop (or generally any Platform) Configuration to Pig Storage,amirhyoussefi,amirhyoussefi,Minor,Closed,Fixed,17/Jan/08 23:49,03/Jul/08 18:12,
Bug,,PIG-192,12393218,,"""Broken pipe"" if the streaming script/binary does not read from STDIN",acmurthy,xuzh,Minor,Resolved,Invalid,05/Apr/08 05:28,03/Jul/08 18:11,
Bug,,PIG-140,12390482,,It would be nice if grunt could remeber the pwd,,xuzh,Minor,Resolved,Cannot Reproduce,07/Mar/08 19:08,03/Jul/08 18:11,
Bug,,PIG-275,12398502,,Grunt fails when it encounter comment inside comment,,pi_song,Minor,Resolved,Won't Fix,18/Jun/08 13:11,03/Jul/08 18:11,
Improvement,,PIG-5397,13282471,,Update spark2.version to 2.4.8,knoguchi,knoguchi,Trivial,Resolved,Fixed,30/Jan/20 20:22,17/Oct/22 14:34,
Improvement,,PIG-5424,13439286,,Upgrade hbase/zookeeper dependencies,knoguchi,knoguchi,Trivial,Resolved,Duplicate,12/Apr/22 20:35,17/Oct/22 14:27,
Test,,PIG-5430,13486199,,TestTezGraceParallelism failing due to tez log change,knoguchi,knoguchi,Trivial,Resolved,Fixed,13/Oct/22 20:11,16/Oct/22 17:52,
Improvement,,PIG-5422,13439284,,Upgrade guava/groovy dependency,knoguchi,knoguchi,Trivial,Resolved,Fixed,12/Apr/22 20:21,12/Aug/22 22:54,
Improvement,,PIG-5421,13439281,,Upgrade commons dependencies ,knoguchi,knoguchi,Trivial,Resolved,Fixed,12/Apr/22 20:17,12/Aug/22 22:37,
Improvement,,PIG-5420,13439280,,Update accumulo dependency to 1.10.1,knoguchi,knoguchi,Trivial,Open,,12/Apr/22 20:13,12/Aug/22 22:08,
Improvement,,PIG-4213,12744997,,CSVExcelStorage not quoting texts containing \r (CR) when storing,alfonsonishikawa,alfonsonishikawa,Trivial,Closed,Fixed,30/Sep/14 17:12,03/Mar/22 14:27,
Improvement,,PIG-5385,13223199,,Skip calling extra gc() before spilling large bag when unnecessary,knoguchi,knoguchi,Trivial,Resolved,Fixed,21/Mar/19 21:39,03/Jul/19 17:53,
Improvement,,PIG-5389,13242810,,Passing null to REPLACE udf preventing JIT optimization,knoguchi,knoguchi,Trivial,Resolved,Fixed,02/Jul/19 17:50,02/Jul/19 18:27,
Improvement,,PIG-5382,13220556,,Log the name when POStore fails on write,knoguchi,knoguchi,Trivial,Resolved,Fixed,08/Mar/19 22:36,12/Mar/19 04:31,
Improvement,Patch Available,PIG-5267,13083485,,Review of org.apache.pig.impl.io.BufferedPositionedInputStream,,belugabehr,Trivial,Resolved,Won't Fix,29/Jun/17 15:02,06/Feb/19 14:43,
Improvement,,PIG-5354,13178319,,Show fieldname and a line number for casting errors,knoguchi,knoguchi,Trivial,Resolved,Fixed,10/Aug/18 16:36,05/Oct/18 21:12,
Improvement,,PIG-5349,13171780,,Log stderr output when shell command fail,knoguchi,knoguchi,Trivial,Resolved,Fixed,12/Jul/18 17:23,27/Sep/18 18:04,
Task,,PIG-5346,13170498,,Provide PIG documentation for older versions.,,brnelsons,Trivial,Resolved,Won't Fix,06/Jul/18 14:28,06/Jul/18 14:35,
Improvement,,PIG-5336,13151765,,Drop old documents from the site,knoguchi,knoguchi,Trivial,Resolved,Fixed,11/Apr/18 20:39,15/Jun/18 17:29,
Improvement,,PIG-5337,13151769,,Update project description to include Tez & Spark,knoguchi,knoguchi,Trivial,Open,,11/Apr/18 20:42,11/Apr/18 20:42,
Bug,,PIG-5329,13132160,,cwiki training links,daijy,cskrabak,Trivial,Resolved,Fixed,19/Jan/18 12:13,25/Jan/18 19:20,
Improvement,Patch Available,PIG-5268,13083493,,Review of org.apache.pig.backend.hadoop.datastorage.HDataStorage,belugabehr,belugabehr,Trivial,Resolved,Fixed,29/Jun/17 15:31,22/Aug/17 19:34,
Test,,PIG-5063,13021269,,e2e IOErrors_1  on mapreduce is unstable,knoguchi,knoguchi,Trivial,Closed,Fixed,16/Nov/16 21:27,21/Jun/17 09:15,
Test,,PIG-5073,13026466,,Skip e2e Limit_5 test for Tez,knoguchi,knoguchi,Trivial,Closed,Fixed,07/Dec/16 20:25,21/Jun/17 09:15,
Test,,PIG-5229,13067151,,TestPigTest.testSpecificOrderOutput and testSpecificOrderOutputForAlias failing,knoguchi,knoguchi,Trivial,Closed,Fixed,26/Apr/17 19:23,21/Jun/17 09:15,
Bug,,PIG-4975,13001835,,"Map schema shows ""Type: null Uid: null"" in explain",knoguchi,knoguchi,Trivial,Closed,Fixed,31/Aug/16 22:04,21/Jun/17 09:15,
Bug,,PIG-4945,12987509,,Update document for conflicting macro params,knoguchi,knoguchi,Trivial,Closed,Fixed,07/Jul/16 15:29,21/Jun/17 09:15,
Test,,PIG-5060,13020902,,TestPigRunner.testDisablePigCounters2 failing with tez,knoguchi,knoguchi,Trivial,Closed,Fixed,15/Nov/16 20:02,21/Jun/17 09:15,
Improvement,,PIG-5120,13039319,,Let tez_local mode run without a jar file,knoguchi,knoguchi,Trivial,Closed,Fixed,31/Jan/17 22:47,21/Jun/17 09:15,
Test,,PIG-5087,13033756,,e2e Native3 failing after PIG-4923 (dropping hadoop 1.x),knoguchi,knoguchi,Trivial,Closed,Fixed,11/Jan/17 15:34,21/Jun/17 09:15,
Test,,PIG-5061,13020910,,ant test -Dtestcase=TestBoolean failing ,knoguchi,knoguchi,Trivial,Closed,Fixed,15/Nov/16 20:20,21/Jun/17 09:15,
Test,,PIG-5072,13026465,,e2e Union_12 fails on typecast when oldpig=0.11,knoguchi,knoguchi,Trivial,Closed,Fixed,07/Dec/16 20:18,21/Jun/17 09:15,
Test,,PIG-5066,13021797,,e2e Jython_Checkin_2 failing due to floating precision difference ,knoguchi,knoguchi,Trivial,Closed,Fixed,18/Nov/16 17:30,21/Jun/17 09:15,
Test,,PIG-5070,13024926,,Allow Grunt e2e tests to run in parallel,knoguchi,knoguchi,Trivial,Closed,Fixed,01/Dec/16 23:11,21/Jun/17 09:15,
Test,,PIG-5086,13033755,,e2e Native3 failing after PIG-4923 (dropping hadoop 1.x),knoguchi,knoguchi,Trivial,Resolved,Duplicate,11/Jan/17 15:34,11/Jan/17 21:27,
Bug,,PIG-4581,12834174,,thread safe issue in NodeIdGenerator,rcatherinot,rcatherinot,Trivial,Closed,Fixed,01/Jun/15 08:24,08/Jun/16 20:48,
Bug,Patch Available,PIG-4727,12910367,,Incorrect types table for AVG in docs,nsmith,nsmith,Trivial,Closed,Fixed,04/Nov/15 15:17,08/Jun/16 20:48,
Bug,,PIG-4909,12972191,,PigStorage incompatible with commons-cli-1.3 ,knoguchi,knoguchi,Trivial,Closed,Fixed,23/May/16 20:59,08/Jun/16 20:48,
Bug,Patch Available,PIG-4725,12910240,,"Typo in FrontendException messages ""Incompatable""",nsmith,nsmith,Trivial,Closed,Fixed,04/Nov/15 04:12,08/Jun/16 20:48,
Bug,Patch Available,PIG-4636,12848387,,Occurred spelled incorrectly in error message for Launcher and POMergeCogroup,stevenmz,stevenmz,Trivial,Closed,Fixed,22/Jul/15 21:24,08/Jun/16 20:48,22/Jul/15 00:00
Bug,,PIG-4763,12922927,,Insufficient check for the number of arguments in runpigmix.pl,sekikn,sekikn,Trivial,Closed,Fixed,18/Dec/15 04:37,08/Jun/16 20:48,
Bug,,PIG-4721,12909298,,IsEmpty documentation error,nsmith,nsmith,Trivial,Closed,Fixed,30/Oct/15 19:17,08/Jun/16 20:48,
Bug,,PIG-4888,12965434,,Line number off when reporting syntax error inside a macro,knoguchi,knoguchi,Trivial,Closed,Fixed,05/May/16 22:27,08/Jun/16 20:48,
Bug,,PIG-3754,12694047,,InputSizeReducerEstimator.getTotalInputFileSize reports incorrect size,aniket486,aniket486,Trivial,Closed,Fixed,08/Feb/14 00:16,16/Sep/15 20:56,
Improvement,,PIG-4643,12849191,,variables could be reused ,,songwang,Trivial,Resolved,Invalid,27/Jul/15 00:52,29/Jul/15 00:09,
Bug,,PIG-4532,12827577,,Pig Documentation contains typo for AvroStorage,fredericschmaljohann,fredericschmaljohann,Trivial,Closed,Fixed,06/May/15 07:35,07/Jun/15 03:47,
Improvement,,PIG-4525,12826247,,"Clarify ""Scalar has more than one row in the output.""",nielsbasjes,nielsbasjes,Trivial,Closed,Fixed,30/Apr/15 08:57,07/Jun/15 03:47,
Bug,,PIG-4492,12787431,,Hbase-storage-handler not found,,JCS_123,Trivial,Resolved,Fixed,01/Apr/15 18:30,03/Apr/15 13:31,
Bug,,PIG-4363,12764053,,AvroStorage.checkSchema() ignores Avro schema passed to constructor,,elesel,Trivial,Open,,29/Dec/14 17:40,29/Dec/14 17:40,
Sub-task,,PIG-3723,12691162,12666475,Change tez version dependency as a result of TEZ-739,hitesh,hitesh,Trivial,Closed,Fixed,24/Jan/14 23:50,21/Nov/14 05:59,
Sub-task,,PIG-3589,12681404,12666475,Fix dependencies in ivy.xml,cheolsoo,cheolsoo,Trivial,Closed,Fixed,26/Nov/13 20:59,21/Nov/14 05:59,
Bug,,PIG-4230,12747611,,Documentation fix: first nested foreach example is incomplete,lbendig,lbendig,Trivial,Closed,Fixed,12/Oct/14 21:06,21/Nov/14 05:59,
Bug,,PIG-4055,12726884,,Build broke after TEZ-1130 API rename,knoguchi,knoguchi,Trivial,Closed,Fixed,11/Jul/14 22:06,21/Nov/14 05:58,
Improvement,,PIG-4119,12733638,,Add message at end of each testcase with timestamp in Pig system tests,nmaheshwari,nmaheshwari,Trivial,Closed,Fixed,13/Aug/14 00:10,21/Nov/14 05:58,
Bug,,PIG-4125,12734115,,TEZ-1347 broke the build,,knoguchi,Trivial,Closed,Fixed,14/Aug/14 17:52,21/Nov/14 05:58,
Bug,,PIG-4212,12744978,,Allow LIMIT of 0 for variableLimit (constant 0 is already allowed),knoguchi,knoguchi,Trivial,Closed,Fixed,30/Sep/14 15:31,21/Nov/14 05:58,
Improvement,Patch Available,PIG-2834,12599746,,MultiStorage requires unused constructor argument,dannyant,dannyant,Trivial,Closed,Fixed,22/Jul/12 07:46,21/Nov/14 05:58,
Bug,,PIG-4132,12735181,,TEZ-1246 and TEZ-1390 broke a build,knoguchi,knoguchi,Trivial,Closed,Fixed,19/Aug/14 21:29,21/Nov/14 05:58,
Bug,Patch Available,PIG-4197,12743690,,Fix typo in Job Stats header: MinMapTIme => MinMapTime,jmartell7,jmartell7,Trivial,Closed,Fixed,24/Sep/14 01:47,21/Nov/14 05:58,
Bug,,PIG-4134,12735480,,TEZ-1449 broke the build,knoguchi,knoguchi,Trivial,Closed,Fixed,20/Aug/14 18:19,21/Nov/14 05:58,
Bug,,PIG-4194,12743373,,ReadToEndLoader does not call setConf on pigSplit in initializeReader,shadanan,shadanan,Trivial,Closed,Fixed,22/Sep/14 23:11,21/Nov/14 05:58,
Bug,,PIG-4090,12731152,,TEZ-1346 broke hadoop 2 compilation in trunk,,knoguchi,Trivial,Resolved,Duplicate,31/Jul/14 19:27,31/Jul/14 20:00,
Bug,,PIG-4081,12730497,,SVNException: svn: E155005: Directory './buildroot/lib/.svn' containing working copy admin area is missing,,knoguchi,Trivial,Resolved,Fixed,29/Jul/14 15:08,29/Jul/14 17:27,
Bug,,PIG-3447,12666723,,Compiler warning message dropped for CastLineageSetter and others with no enum kind,knoguchi,knoguchi,Trivial,Closed,Fixed,03/Sep/13 18:14,07/Jul/14 18:08,
Improvement,Patch Available,PIG-3551,12676493,,Minor typo on pig latin basics page,elserj,elserj,Trivial,Closed,Fixed,29/Oct/13 20:55,07/Jul/14 18:08,
Bug,,PIG-3859,12706297,,auto local mode should not modify reducer configuration,aniket486,aniket486,Trivial,Closed,Fixed,02/Apr/14 21:33,07/Jul/14 18:08,
Bug,,PIG-3816,12702056,,Incorrect Javadoc for launchPlan() method,kyunghoj,kyunghoj,Trivial,Closed,Fixed,18/Mar/14 04:09,07/Jul/14 18:08,
Bug,,PIG-3755,12694048,,auto local mode selection does not check lower bound for size,aniket486,aniket486,Trivial,Closed,Fixed,08/Feb/14 00:21,07/Jul/14 18:07,
Bug,,PIG-3955,12715557,,Remove url.openStream() file descriptor leak from JCC,aniket486,aniket486,Trivial,Closed,Fixed,20/May/14 18:13,07/Jul/14 18:07,
Bug,Patch Available,PIG-3923,12712543,,Gitignore file should ignore all generated artifacts,mrflip,mrflip,Trivial,Closed,Fixed,06/May/14 09:51,07/Jul/14 18:07,
Bug,,PIG-4017,12721801,,NPE thrown from JobControlCompiler.shipToHdfs,cheolsoo,cheolsoo,Trivial,Closed,Fixed,17/Jun/14 22:29,07/Jul/14 18:07,
Bug,,PIG-3506,12672735,,FLOOR documentation references CEIL function instead of FLOOR,seshness,seshness,Trivial,Closed,Fixed,08/Oct/13 01:41,07/Jul/14 18:07,
Bug,,PIG-3999,12719174,,Document PIG-3388,lbendig,lbendig,Trivial,Closed,Fixed,09/Jun/14 10:01,07/Jul/14 18:07,
Bug,Patch Available,PIG-3950,12715322,,Removing empty file PColFilterExtractor.java speeds up rebuilds,mrflip,mrflip,Trivial,Closed,Fixed,19/May/14 23:29,07/Jul/14 18:07,
Improvement,,PIG-3934,12713413,,Pig should emit a warning if no store/dump/etc causes execution,mrflip,mrflip,Trivial,Open,,09/May/14 23:03,09/May/14 23:03,
Bug,,PIG-3576,12679510,,NPE due to PIG-3549 when job never gets submitted,lbendig,aniket486,Trivial,Closed,Fixed,15/Nov/13 22:30,15/Apr/14 20:45,
Wish,,PIG-3777,12696834,,Pig 12.0 Documentation,karinahauser,karinahauser,Trivial,Closed,Fixed,24/Feb/14 03:31,15/Apr/14 20:44,
Bug,,PIG-3763,12694587,,MIstake in Tutorial Code,,danielsw,Trivial,Resolved,Invalid,11/Feb/14 20:44,12/Feb/14 04:25,
Bug,,PIG-3415,12662971,,Copyright Bug,,brahms,Trivial,Resolved,Won't Fix,09/Aug/13 21:55,19/Jan/14 01:39,
Bug,Patch Available,PIG-3384,12658440,,Missing negation in UDF doc sample code,ddamours,ddamours,Trivial,Closed,Fixed,18/Jul/13 03:29,14/Oct/13 16:46,
Improvement,Patch Available,PIG-3057,12616866,,Make PigStorage.readField() protected,pablomar,pablomar,Trivial,Closed,Fixed,20/Nov/12 00:34,14/Oct/13 16:46,
Improvement,,PIG-3179,12631751,,Task Information Header only prints out the first split for each task,knoguchi,knoguchi,Trivial,Closed,Fixed,11/Feb/13 17:01,14/Oct/13 16:46,
Bug,,PIG-3167,12631173,,Job stats are printed incorrectly for map-only jobs,mwagner,mwagner,Trivial,Closed,Fixed,07/Feb/13 00:09,14/Oct/13 16:46,
Improvement,,PIG-3178,12631736,,Print a stacktrace when ExecutableManager hits an OOM,knoguchi,knoguchi,Trivial,Closed,Fixed,11/Feb/13 15:27,14/Oct/13 16:45,
Bug,,PIG-3243,12636158,,Documentation error,sarutak,tolgakonik,Trivial,Closed,Fixed,09/Mar/13 01:35,14/Oct/13 16:45,
Task,,PIG-3370,12655693,,Add New Reserved Keywords To The Pig Docs,cheolsoo,sergeygoder,Trivial,Closed,Fixed,02/Jul/13 02:47,14/Oct/13 16:45,
Test,,PIG-3372,12656005,,test,,manuel1969,Trivial,Resolved,Invalid,03/Jul/13 11:58,16/Jul/13 17:16,
Bug,,PIG-3152,12630411,,HTable class in Pig 0.10.1,,ionignat,Trivial,Open,,01/Feb/13 18:22,02/May/13 21:59,
Bug,,PIG-3260,12638731,,Number of languages which support UDF is listed 3 instead of 5,daijy,spawgi,Trivial,Closed,Fixed,24/Mar/13 19:04,02/Apr/13 15:54,
Improvement,Patch Available,PIG-3216,12633797,,Groovy UDFs documentation has minor typos,herberts,herberts,Trivial,Closed,Fixed,24/Feb/13 14:08,02/Apr/13 15:54,
Improvement,,PIG-2404,12534153,,NullPointerException when I have multiple python udfs,xutingz,vivekp,Trivial,Closed,Invalid,07/Dec/11 08:55,01/Apr/13 21:27,
Improvement,,PIG-2808,12598155,,Add *.project to .gitignore,azaroth,azaroth,Trivial,Closed,Fixed,10/Jul/12 10:13,22/Feb/13 04:54,
Improvement,,PIG-2437,12535848,,Use Ivy to get automaton.jar,azaroth,azaroth,Trivial,Closed,Fixed,20/Dec/11 14:56,22/Feb/13 04:53,
Bug,,PIG-2173,12514478,,piggybank datetime conversion javadocs not properly formatted,hluu,joecrobak,Trivial,Closed,Fixed,18/Jul/11 18:20,22/Feb/13 04:53,
Improvement,,PIG-2491,12539768,,Pig docs still mention hadoop-site.xml,daijy,qwertymaniac,Trivial,Closed,Fixed,25/Jan/12 14:18,22/Feb/13 04:53,
Bug,,PIG-2549,12543727,,org.apache.pig.piggybank.storage.avro - Broken documentation link for AvroStorage,chrisas,chrisas,Trivial,Closed,Fixed,22/Feb/12 18:19,22/Feb/13 04:53,
Improvement,Patch Available,PIG-2947,12610536,,Documentation for Rank operator,xalan,xalan,Trivial,Closed,Fixed,05/Oct/12 09:37,22/Feb/13 04:53,
Bug,,PIG-2811,12598337,,Updating .eclipse.templates/.classpath with the Newest Jython Version,zjshen,zjshen,Trivial,Closed,Fixed,11/Jul/12 09:05,22/Feb/13 04:53,
Improvement,Patch Available,PIG-2946,12610535,,"Documentation of ""history"" and ""clear"" commands ",xalan,xalan,Trivial,Closed,Fixed,05/Oct/12 09:32,22/Feb/13 04:53,
Bug,Patch Available,PIG-2950,12610625,,Fix tiny documentation error in BagToString builtin.,initialcontext,initialcontext,Trivial,Closed,Fixed,05/Oct/12 20:13,22/Feb/13 04:53,
Improvement,Patch Available,PIG-2882,12603927,,Use Deque instead of Stack,mkhadikov,mkhadikov,Trivial,Closed,Fixed,17/Aug/12 23:37,22/Feb/13 04:53,
Improvement,,PIG-2382,12531913,,Modify .gitignore to ignore pig-withouthadoop.jar,azaroth,azaroth,Trivial,Closed,Fixed,18/Nov/11 10:28,22/Feb/13 04:53,
Improvement,,PIG-2846,12600491,,Can we skip hcat related e2e when hcat is not installed?,,knoguchi,Trivial,Open,,27/Jul/12 17:06,23/Jan/13 00:17,
Bug,,PIG-2522,12541839,,deprecated hdfs pig commands do not work well with client side tables,rohini,araceli,Trivial,Open,,08/Feb/12 18:05,19/Nov/12 20:06,
Wish,,PIG-2883,12603980,,MapKeysToBag and more UDFs to manipulate maps,,kawaa,Trivial,Resolved,Duplicate,19/Aug/12 13:49,01/Oct/12 18:20,
Bug,,PIG-2371,12531533,,attempt to load a non-existen file results in a stack trace rather an error message,,araceli,Trivial,Open,,15/Nov/11 21:12,30/Aug/12 05:46,
Bug,,PIG-2026,12505931,,e2e tests in eclipse classpath,azaroth,azaroth,Trivial,Closed,Fixed,02/May/11 13:47,26/Apr/12 20:32,
Improvement,,PIG-2182,12514821,,Add more append support to DataByteArray,gsingers,gsingers,Trivial,Closed,Fixed,20/Jul/11 20:14,26/Apr/12 20:32,
Improvement,,PIG-2177,12514527,,e2e test harness should not assume hadoop dir structure,ashutoshc,ashutoshc,Trivial,Closed,Duplicate,19/Jul/11 01:38,26/Apr/12 20:32,
Bug,,PIG-2232,12519722,,"""declare"" document contains a typo",daijy,daijy,Trivial,Closed,Fixed,22/Aug/11 18:50,26/Apr/12 20:32,
Bug,,PIG-2027,12505974,,NPE if Pig don't have permission for log file,daijy,daijy,Trivial,Closed,Fixed,02/May/11 20:18,26/Apr/12 20:32,
Bug,,PIG-2025,12505927,,org.apache.pig.test.udf.evalfunc.TOMAP is missing package declaration,azaroth,azaroth,Trivial,Closed,Fixed,02/May/11 13:30,26/Apr/12 20:32,
Bug,,PIG-2278,12522747,,Wrong version numbers for libraries in eclipse template classpath,azaroth,azaroth,Trivial,Closed,Fixed,12/Sep/11 14:48,26/Apr/12 20:32,
Bug,,PIG-2303,12524591,,FOREACH doesn't allow explicit schema for MAX() result to be chararray,,grlea,Trivial,Resolved,Cannot Reproduce,26/Sep/11 01:42,27/Sep/11 02:58,
Bug,,PIG-1886,12500530,,Add zookeeper jar to list of jars shipped when HBaseStorage used,dvryaboy,dvryaboy,Trivial,Closed,Fixed,05/Mar/11 23:49,24/Aug/11 19:59,
Bug,,PIG-1888,12500669,,Fix TestLogicalPlanGenerator not use hardcoded path,daijy,daijy,Trivial,Closed,Fixed,07/Mar/11 19:56,04/Aug/11 00:34,
Bug,,PIG-671,12414690,,typechecker does not throw an error when multiple arguments are passed to COUNT,deepujain,araceli,Trivial,Closed,Fixed,12/Feb/09 19:38,04/Aug/11 00:34,
Improvement,,PIG-2161,12513987,,TOTUPLE should use no-copy tuple creation,dvryaboy,dvryaboy,Trivial,Closed,Fixed,13/Jul/11 21:11,16/Jul/11 15:22,
Wish,,PIG-2169,12514242,,Allow Nondeterministic UDFs in Split-Otherwise,,azaroth,Trivial,Open,,15/Jul/11 16:05,15/Jul/11 16:05,
Improvement,,PIG-1863,12499093,,Upgrade jackson,dvryaboy,brandon.williams,Trivial,Closed,Invalid,18/Feb/11 22:42,05/Mar/11 02:21,
Bug,,PIG-1614,12474237,,javacc.jar pulled twice from maven repository,,daijy,Trivial,Resolved,Won't Fix,16/Sep/10 01:00,04/Mar/11 22:07,
Bug,,PIG-1664,12475797,,"[zebra] leading '_' in directory/file names should be ignored; the ""pigtest"" build target should include all pig-related zebra tests.",yanz,yanz,Trivial,Closed,Fixed,04/Oct/10 19:56,17/Dec/10 22:46,
Improvement,,PIG-1522,12470369,,Pig return code for dryrun,rding,zhijin,Trivial,Closed,Fixed,28/Jul/10 18:53,17/Dec/10 22:44,
Bug,,PIG-1477,12468323,,Syntax error in tutorial Pig Script 1: Query Phrase Popularity (ORDER operator),chandec,bmansell,Trivial,Closed,Fixed,01/Jul/10 05:23,17/Dec/10 22:44,
Bug,,PIG-1432,12465917,,[zebra] There are some debuging info output to STDOUT in PIG's TableStorer call path,yanz,yanz,Trivial,Closed,Fixed,01/Jun/10 23:54,17/Dec/10 22:44,
Bug,,PIG-1407,12463961,,Logging starts before being configured,azaroth,azaroth,Trivial,Closed,Fixed,07/May/10 09:00,17/Dec/10 22:44,
Bug,,PIG-1359,12461418,,bin/pig script does not pick up correct jar libraries,zjffdu,azaroth,Trivial,Closed,Fixed,07/Apr/10 15:38,17/Dec/10 22:44,
Bug,,PIG-1340,12460755,,[zebra] The zebra version number should be changed from 0.7 to 0.8,yanz,yanz,Trivial,Closed,Fixed,30/Mar/10 23:30,17/Dec/10 22:44,
Improvement,,PIG-931,12433920,,Samples Syntax Error in Pig UDF Manual,chandec,ywchen,Trivial,Closed,Fixed,25/Aug/09 08:36,17/Dec/10 22:43,
Improvement,,PIG-916,12432814,,Change the pig hbase interface to get more than one row at a time when scanning,dvryaboy,posix4e,Trivial,Closed,Duplicate,11/Aug/09 18:39,17/Dec/10 22:43,
Bug,,PIG-676,12414711,,Diff does not check if the first input is a bag or not,,araceli,Trivial,Resolved,Fixed,13/Feb/09 00:37,09/Jul/10 22:45,
