Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,MESOS-10186,13326707,Segmentation fault while running mesos in SSL mode,,jpreddy,Blocker,Resolved,Invalid,09/Sep/20 16:28,17/Jun/21 19:14,
Task,MESOS-9973,13257349,Remove Deprecated Names for libprocess TLS flags,,bennoe,Blocker,Resolved,Won't Fix,18/Sep/19 10:54,12/Jun/21 18:44,
Improvement,MESOS-8400,13128691,Handle plugin crashes gracefully in SLRP recovery.,,chhsia0,Blocker,Reviewable,,05/Jan/18 04:33,10/Jun/21 13:58,
Bug,MESOS-10146,13314956,Removing task from slave when framework is disconnected causes master to crash,,sunshine123,Blocker,Resolved,Fixed,03/Jul/20 23:39,11/Apr/21 11:47,
Improvement,MESOS-8998,13166250,Allow for unbundled libevent in CMake builds to work around 2.1.x SSL issues.,tillt,tillt,Blocker,Resolved,Fixed,15/Jun/18 02:05,02/Jul/20 17:33,
Bug,MESOS-6118,13002206,Agent would crash with docker container tasks due to host mount table read.,klueska,jamiebriant,Blocker,Resolved,Pending Closed,02/Sep/16 00:08,21/May/20 19:21,
Task,MESOS-9974,13257350,Remove support/mesos-style.py transition script,bbannier,bbannier,Blocker,Resolved,Fixed,18/Sep/19 10:59,06/May/20 15:49,
Bug,MESOS-10114,13297699,OpenSSLSocketImpl with 'support_downgrade' can silently stop accepting sockets.,bmahler,bmahler,Blocker,Resolved,Fixed,10/Apr/20 21:08,24/Apr/20 22:12,
Bug,MESOS-10109,13296021,"After failover, master crashes on re-adding an agent with maintenance schedule set.",asekretenko,asekretenko,Blocker,Resolved,Fixed,03/Apr/20 12:31,06/Apr/20 15:20,
Improvement,MESOS-7245,13056032,Add a Windows segfault handler for stacktraces,bmahler,kaysoky,Blocker,Resolved,Fixed,14/Mar/17 18:46,23/Mar/20 22:39,
Bug,MESOS-6360,13011379,The handling of whiteout files in provisioner is not correct.,qianzhang,qianzhang,Blocker,Resolved,Fixed,11/Oct/16 14:43,21/Mar/20 07:37,
Bug,MESOS-10103,13291431,MSVC build can segfault when composing authorization Action for updating reservation.,bmahler,bmahler,Blocker,Resolved,Fixed,12/Mar/20 21:59,20/Mar/20 21:32,
Bug,MESOS-10090,13281771,Mesos build on Windows appears to be broken.,bbannier,tillt,Blocker,Resolved,Fixed,27/Jan/20 17:53,19/Mar/20 22:31,
Bug,MESOS-9956,13253789,CSI plugins reporting duplicated volumes will crash the agent.,chhsia0,chhsia0,Blocker,Resolved,Fixed,29/Aug/19 21:52,27/Nov/19 12:06,
Bug,MESOS-9875,13242621,Mesos did not respond correctly when operations should fail,greggomann,yifan_xing,Blocker,Resolved,Fixed,01/Jul/19 23:29,10/Oct/19 01:05,
Bug,MESOS-10008,13261128,Very large quota values can crash master.,bmahler,asekretenko,Blocker,Resolved,Fixed,08/Oct/19 14:23,09/Oct/19 18:51,
Task,MESOS-9857,13241245,Switch default hostname validation scheme in Mesos,,bennoe,Blocker,Open,,24/Jun/19 12:26,05/Sep/19 08:38,
Bug,MESOS-9887,13244150,Race condition between two terminal task status updates for Docker/Command executor.,abudnik,abudnik,Blocker,Resolved,Fixed,10/Jul/19 17:46,26/Aug/19 13:10,
Bug,MESOS-9937,13250549,53598228fe should be backported to 1.7.x,greggomann,carlone,Blocker,Resolved,Done,13/Aug/19 13:17,21/Aug/19 03:15,
Bug,MESOS-9935,13250372,The agent crashes after the disk du isolator supporting rootfs checks.,jamespeach,gilbert,Blocker,Resolved,Fixed,12/Aug/19 21:23,14/Aug/19 05:58,
Bug,MESOS-9868,13241830,NetworkInfo from the agent /state endpoint is not correct.,qianzhang,gilbert,Blocker,Resolved,Fixed,27/Jun/19 01:31,06/Aug/19 02:53,
Bug,MESOS-9831,13237820,Master should not report disconnected resource providers.,chhsia0,chhsia0,Blocker,Resolved,Fixed,05/Jun/19 21:36,31/Jul/19 16:59,
Bug,MESOS-9803,13236392,Memory leak caused by an infinite chain of futures in `UriDiskProfileAdaptor`.,chhsia0,chhsia0,Blocker,Resolved,Fixed,30/May/19 03:06,31/Jul/19 16:59,
Bug,MESOS-9870,13241985,Simultaneous adding/removal of a role from framework's roles and its suppressed roles crashes the master.,asekretenko,asekretenko,Blocker,Resolved,Fixed,27/Jun/19 16:17,03/Jul/19 22:01,
Bug,MESOS-9667,13223138,Check failure when executor for task using resource provider resources subscribes before agent is registered,bbannier,bbannier,Blocker,Resolved,Fixed,21/Mar/19 17:03,03/May/19 03:46,
Epic,MESOS-5344,12966043,Partition-aware Mesos frameworks.,neilc,neilc,Blocker,Resolved,Fixed,09/May/16 12:30,30/Apr/19 23:08,
Bug,MESOS-1157,12704196,make dist fail,chengwei-yang,chengwei-yang,Blocker,Resolved,Fixed,28/Mar/14 06:05,29/Apr/19 09:28,
Bug,MESOS-1385,12714976,clang: error: unknown argument: '-fstack-protector-strong',tstclair,vlee,Blocker,Resolved,Not A Problem,17/May/14 23:14,29/Apr/19 09:28,
Bug,MESOS-9582,13216221,Reviewbot jenkins jobs stops validating any reviews as soon as it sees a patch which does not apply,bbannier,bbannier,Blocker,Resolved,Fixed,17/Feb/19 09:45,29/Apr/19 09:28,
Bug,MESOS-103,12535024,Running ./configure without flags fails,,andyk,Blocker,Resolved,Fixed,13/Dec/11 20:50,29/Apr/19 09:28,
Bug,MESOS-9508,13207418,Official 1.7.0 tarball can't be built on Ubuntu 16.04 LTS.,chhsia0,makkesham,Blocker,Resolved,Fixed,03/Jan/19 07:50,29/Apr/19 09:27,
Bug,MESOS-1416,12716273,mesos-0.19.0 build directory is read-only,,vlee,Blocker,Resolved,Not A Problem,23/May/14 07:16,29/Apr/19 09:27,
Bug,MESOS-2486,12781644,"With unbundled dependencies Mesos doesn't build with -Wl,--no-copy-dt-needed-entries",cmaloney,cmaloney,Blocker,Resolved,Fixed,12/Mar/15 22:59,29/Apr/19 09:27,
Bug,MESOS-9149,13178381,Failed to build gRPC on Linux without OpenSSL.,chhsia0,chhsia0,Blocker,Resolved,Fixed,10/Aug/18 21:34,29/Apr/19 09:27,
Bug,MESOS-9137,13177164,GRPC build fails to pass compiler flags,chhsia0,jamespeach,Blocker,Resolved,Fixed,06/Aug/18 17:12,29/Apr/19 09:27,
Bug,MESOS-2171,12759328,Compilation error on Ubuntu 12.04 ,,mluntzel,Blocker,Resolved,Won't Fix,04/Dec/14 01:13,29/Apr/19 09:27,
Bug,MESOS-5724,12983913,SSL certificate validation should allow IP only verification.,tillt,tillt,Blocker,Resolved,Fixed,27/Jun/16 19:34,29/Apr/19 09:27,
Improvement,MESOS-1893,12747113,Authenticator Module: Location and Naming,tillt,tillt,Blocker,Resolved,Implemented,09/Oct/14 20:14,29/Apr/19 09:27,
Bug,MESOS-23,12512036,Lastest (Jun 27 2011) mesos doesn't compile on Mac OS X - Snow Leopard,,bill.zhao,Blocker,Resolved,Fixed,28/Jun/11 19:41,29/Apr/19 09:27,
Task,MESOS-5709,12982669,Authorization for /roles,js84,adam-mesos,Blocker,Resolved,Fixed,24/Jun/16 12:18,29/Apr/19 09:27,
Bug,MESOS-6012,12995977,Cannot compile resource estimator modules against installed Mesos headers,,MatthiasBach,Blocker,Resolved,Invalid,09/Aug/16 15:10,29/Apr/19 09:27,
Bug,MESOS-7584,13075681,ASF Jenkins build errors out on missing 'python-six' dependency,klueska,klueska,Blocker,Resolved,Fixed,29/May/17 19:09,29/Apr/19 09:27,
Improvement,MESOS-2005,12751253,Authenticatee Module: Interface design,tillt,tillt,Blocker,Resolved,Implemented,28/Oct/14 22:17,29/Apr/19 09:27,
Bug,MESOS-5615,12979346,"When using command executor, the ExecutorInfo is useless for sandbox authorization",js84,arojas,Blocker,Resolved,Fixed,15/Jun/16 12:06,29/Apr/19 09:27,
Bug,MESOS-4699,12939991,./bootstrap fails for FreeBSD 10.2 from master.,,markblackman,Blocker,Resolved,Fixed,17/Feb/16 23:30,29/Apr/19 09:27,
Bug,MESOS-1208,12708401,3rdparty/libprocess/3rdparty/boost-1.53.0/boost/math/special_functions/sign.hpp:113:55: error: typedef 'fp_tag' locally defined but not used [-Werror=unused-local-typedefs],mcypark,vlee,Blocker,Resolved,Fixed,14/Apr/14 23:14,29/Apr/19 09:27,
Epic,MESOS-4931,12949848,Authorization based filtering for endpoints.,js84,js84,Blocker,Resolved,Fixed,14/Mar/16 10:57,29/Apr/19 09:27,
Bug,MESOS-50,12529133,Use of pushd and popd in makefile based on sh (not bash),ekohlwey,ekohlwey,Blocker,Resolved,Fixed,27/Oct/11 20:06,29/Apr/19 09:26,
Improvement,MESOS-5459,12973031,Update RUN_TASK_WITH_USER to use additional metadata,bbannier,adam-mesos,Blocker,Resolved,Fixed,26/May/16 10:53,29/Apr/19 09:26,
Bug,MESOS-1082,12700854,Make fails on AWS Ubuntu 12.04 and 13.10,vinodkone,flavian,Blocker,Resolved,Fixed,11/Mar/14 23:29,29/Apr/19 09:26,
Bug,MESOS-8987,13165694,Master asks agent to shutdown upon auth errors.,gkleiman,gkleiman,Blocker,Resolved,Fixed,12/Jun/18 22:46,29/Apr/19 09:26,
Bug,MESOS-460,12646074,Remove LICENSE information from NOTICE file,vinodkone,chrismattmann,Blocker,Resolved,Fixed,04/May/13 04:25,29/Apr/19 09:26,
Improvement,MESOS-1927,12748255,Enable implicit local cluster launch to load modules,tillt,tillt,Blocker,Resolved,Implemented,15/Oct/14 11:20,29/Apr/19 09:26,
Task,MESOS-5705,12982661,ZK credential is exposed in /flags and /state,arojas,adam-mesos,Blocker,Resolved,Fixed,24/Jun/16 12:05,29/Apr/19 09:26,
Bug,MESOS-153,12542277,EC2 scripts no longer work because third_party/boto-2.02b was compressed,matei,matei,Blocker,Resolved,Fixed,12/Feb/12 05:19,29/Apr/19 09:26,
Bug,MESOS-5340,12965871,libevent builds may prevent new connections,bmahler,tillt,Blocker,Resolved,Fixed,08/May/16 03:33,29/Apr/19 09:26,
Bug,MESOS-2310,12771489,mesos.interface 0.21.1 absent from pypi,thomasr,wfarner,Blocker,Resolved,Fixed,31/Jan/15 01:42,29/Apr/19 09:26,
Bug,MESOS-2917,12839737,Specify correct libnl version for configure check,karya,karya,Blocker,Resolved,Fixed,23/Jun/15 02:27,29/Apr/19 09:26,
Epic,MESOS-5150,12957141,Authorize Agent HTTP Endpoints,arojas,adam-mesos,Blocker,Resolved,Fixed,08/Apr/16 08:19,29/Apr/19 09:26,
Improvement,MESOS-1894,12747123,Authenticator Module: Tests,tillt,tillt,Blocker,Resolved,Implemented,09/Oct/14 20:46,29/Apr/19 09:26,
Task,MESOS-5707,12982665,LocalAuthorizer should error if passed a GET_ENDPOINT ACL with an unhandled path,arojas,adam-mesos,Blocker,Resolved,Fixed,24/Jun/16 12:12,29/Apr/19 09:26,
Bug,MESOS-2690,12827086,--enable-optimize build fails with maybe-uninitialized,jvanremoortere,jvanremoortere,Blocker,Resolved,Fixed,04/May/15 23:19,29/Apr/19 09:26,
Bug,MESOS-4535,12934569,Logrotate ContainerLogger may not handle FD ownership correctly,kaysoky,kaysoky,Blocker,Resolved,Fixed,27/Jan/16 20:12,29/Apr/19 09:26,
Bug,MESOS-1369,12714253,3rdparty/libprocess/3rdparty/glog-0.3.3/src/glog/logging.h:696:1: error: comparison between signed and unsigned integer expressions [-Werror=sign-compare],,vlee,Blocker,Resolved,Duplicate,14/May/14 19:23,29/Apr/19 09:26,
Bug,MESOS-4903,12948534,Allow multiple loads of module manifests,karya,karya,Blocker,Resolved,Fixed,09/Mar/16 20:46,29/Apr/19 09:26,
Bug,MESOS-1158,12704205,make distcheck fail,chengwei-yang,chengwei-yang,Blocker,Resolved,Fixed,28/Mar/14 09:18,29/Apr/19 09:26,
Epic,MESOS-2948,12840848,"Generalize authorizer interface in order to allow for arbitrary Subjects, Actions and Objects",arojas,arojas,Blocker,Resolved,Fixed,26/Jun/15 13:56,29/Apr/19 09:26,
Bug,MESOS-459,12646072,Add missing Incubator DISCLAIMER to mesos,vinodkone,chrismattmann,Blocker,Resolved,Fixed,04/May/13 04:08,29/Apr/19 09:26,
Bug,MESOS-963,12692681,Compile fails on 10.9,benjaminhindman,florianleibert,Blocker,Resolved,Fixed,01/Feb/14 22:07,29/Apr/19 09:26,
Bug,MESOS-6597,13021204,Include v1 Operator API protos in generated JAR and python packages.,vijikarthi,vijikarthi,Blocker,Resolved,Fixed,16/Nov/16 17:46,29/Apr/19 09:26,
Improvement,MESOS-1891,12747096,Authenticator Module: Interface design,tillt,tillt,Blocker,Resolved,Implemented,09/Oct/14 19:04,29/Apr/19 09:26,
Bug,MESOS-7300,13058821,Mesos failed to build on Windows due to error C2440: 'return': cannot convert from 'Error' to 'bool',andschwa,KarenTian,Blocker,Resolved,Fixed,24/Mar/17 08:16,29/Apr/19 09:26,
Improvement,MESOS-2002,12751103,Module loading within frameworks ,tillt,tillt,Blocker,Resolved,Implemented,28/Oct/14 14:54,29/Apr/19 09:26,
Bug,MESOS-9232,13185177,verify-reviews.py broken after enabling python3 support scripts,andschwa,bbannier,Blocker,Resolved,Fixed,14/Sep/18 15:49,29/Apr/19 09:26,
Task,MESOS-8990,13166010,Build failure of the google-test dependency on Windows using MSVC.,andschwa,PhoebeHui,Blocker,Resolved,Fixed,14/Jun/18 06:00,29/Apr/19 09:26,
Bug,MESOS-7378,13063260,Build failure with glibc 2.12.,neilc,jamespeach,Blocker,Resolved,Fixed,11/Apr/17 17:24,29/Apr/19 09:26,
Bug,MESOS-2049,12753557,"3rdparty/boost-1.53.0/boost/circular_buffer/base.hpp:2090:21: error: destination for this 'memset' call is a pointer to class containing a dynamic class 'ExecutorInfo'; vtable pointer will be overwritten [-Werror,-Wdynamic-class-memaccess]",mcypark,vlee,Blocker,Resolved,Fixed,06/Nov/14 23:23,29/Apr/19 09:25,
Bug,MESOS-9317,13191586,Some master endpoints do not handle failed authorization properly.,tillt,alexr,Blocker,Resolved,Fixed,15/Oct/18 13:03,28/Apr/19 17:27,
Bug,MESOS-9740,13229763,Invalid protobuf unions in ExecutorInfo::ContainerInfo will prevent agents from reregistering with 1.8+ masters,bennoe,kaysoky,Blocker,Resolved,Fixed,24/Apr/19 04:04,26/Apr/19 15:12,
Improvement,MESOS-9704,13226302,Support docker manifest v2s2 config GC.,gilbert,gilbert,Blocker,Resolved,Done,05/Apr/19 06:06,16/Apr/19 23:17,
Bug,MESOS-9711,13226930,Avoid shutting down executors registering before a required resource provider.,chhsia0,bbannier,Blocker,Resolved,Fixed,09/Apr/19 11:48,11/Apr/19 17:04,
Bug,MESOS-8972,13163270,when choose docker image use user network all mesos agent crash,,saturnman,Blocker,Resolved,Duplicate,31/May/18 20:27,05/Apr/19 05:45,
Bug,MESOS-9635,13220014,OperationReconciliationTest.AgentPendingOperationAfterMasterFailover is flaky again (3x) due to orphan operations,greggomann,bennoe,Blocker,Resolved,Fixed,06/Mar/19 20:04,04/Apr/19 20:32,
Bug,MESOS-9612,13218136,Resource provider manager assumes all operations are triggered by frameworks,nfnt,bbannier,Blocker,Resolved,Fixed,26/Feb/19 17:14,01/Apr/19 10:45,
Improvement,MESOS-9540,13212313,Support `DESTROY_DISK` on preprovisioned CSI volumes.,chhsia0,chhsia0,Blocker,Resolved,Done,28/Jan/19 20:09,01/Apr/19 10:45,
Task,MESOS-8241,13118764,Add metrics for offer operation feedback,bennoe,greggomann,Blocker,Resolved,Fixed,16/Nov/17 01:22,29/Mar/19 03:40,
Improvement,MESOS-920,12689549,Set GLOG_drop_log_memory=false in environment prior to logging initialization.,karya,bmahler,Blocker,Resolved,Fixed,17/Jan/14 19:09,27/Mar/19 14:57,
Bug,MESOS-8904,13158621,Master crash when removing quota.,greggomann,bmahler,Blocker,Resolved,Fixed,11/May/18 01:33,22/Mar/19 16:41,
Bug,MESOS-5691,12982185,SSL downgrade support will leak sockets in CLOSE_WAIT status,kaysoky,kaysoky,Blocker,Resolved,Fixed,23/Jun/16 01:58,22/Mar/19 16:40,
Bug,MESOS-5986,12994955,SSL Socket CHECK can fail after socket receives EOF,greggomann,greggomann,Blocker,Resolved,Fixed,04/Aug/16 16:30,22/Mar/19 16:40,
Bug,MESOS-5571,12976924,Scheduler JNI throws exception when the major versions of JAR and libmesos don't match,xujyan,xujyan,Blocker,Resolved,Fixed,08/Jun/16 16:31,22/Mar/19 16:40,
Improvement,MESOS-6299,13008949,Master doesn't remove task from pending when it is invalid,vinodkone,vinodkone,Blocker,Resolved,Fixed,30/Sep/16 18:52,22/Mar/19 16:40,
Bug,MESOS-5723,12983892,SSL-enabled libprocess will leak incoming links to forks,kaysoky,kaysoky,Blocker,Resolved,Fixed,27/Jun/16 18:40,22/Mar/19 16:40,
Bug,MESOS-5913,12992775,Stale socket FD usage when using libevent + SSL.,bmahler,bmahler,Blocker,Resolved,Fixed,27/Jul/16 01:23,22/Mar/19 16:40,
Bug,MESOS-5943,12993766,Incremental http parsing of URLs leads to decoder error,jvanremoortere,jvanremoortere,Blocker,Resolved,Fixed,30/Jul/16 23:28,22/Mar/19 16:40,
Bug,MESOS-6274,13008443,Agent should not allow HTTP executors to re-subscribe before containerizer recovery is done.,anandmazumdar,jieyu,Blocker,Resolved,Fixed,29/Sep/16 04:57,21/Mar/19 18:06,
Bug,MESOS-9661,13222387,Agent crashes when SLRP recovers dropped operations.,chhsia0,chhsia0,Blocker,Resolved,Fixed,18/Mar/19 18:12,18/Mar/19 20:47,
Bug,MESOS-9610,13217979,Fetcher vulnerability - escaping from sandbox,kaysoky,mderela,Blocker,Resolved,Fixed,26/Feb/19 02:05,11/Mar/19 17:48,
Bug,MESOS-9542,13212521,Hierarchical allocator check failure when an operation on a shutdown framework finishes,kaysoky,bbannier,Blocker,Resolved,Fixed,29/Jan/19 12:09,06/Mar/19 20:07,
Task,MESOS-9578,13215987,Document per framework minimal allocatable resources in framework development guides,bmahler,bbannier,Blocker,Resolved,Fixed,15/Feb/19 14:20,27/Feb/19 19:06,
Bug,MESOS-9544,13212968,SLRP does not clean up destroyed persistent volumes.,chhsia0,chhsia0,Blocker,Resolved,Fixed,31/Jan/19 02:29,13/Feb/19 03:57,
Bug,MESOS-9537,13211924,SLRP sends inconsistent status updates for dropped operations.,chhsia0,chhsia0,Blocker,Resolved,Fixed,25/Jan/19 20:21,13/Feb/19 03:54,
Bug,MESOS-9480,13204555,Master may skip processing authorization results for `LAUNCH_GROUP`.,chhsia0,chhsia0,Blocker,Resolved,Fixed,14/Dec/18 18:59,23/Jan/19 22:30,
Bug,MESOS-9419,13200709,Executor to framework message crashes master if framework has not re-registered.,chhsia0,bmahler,Blocker,Resolved,Fixed,26/Nov/18 23:21,23/Jan/19 22:29,
Bug,MESOS-9157,13179349,cannot pull docker image from dockerhub,,MichaelBowie,Blocker,Resolved,Cannot Reproduce,16/Aug/18 13:12,09/Jan/19 22:28,
Bug,MESOS-9474,13204090,Master does not respect authorization result for `CREATE_DISK` and `DESTROY_DISK`.,chhsia0,chhsia0,Blocker,Resolved,Fixed,12/Dec/18 20:10,18/Dec/18 23:29,
Bug,MESOS-9462,13203126,Devices in a container are inaccessible due to `nodev` on `/var/run`.,abudnik,jieyu,Blocker,Resolved,Fixed,07/Dec/18 19:04,11/Dec/18 08:07,
Bug,MESOS-9022,13167777,Race condition in task updates could cause missing event in streaming,bennoe,evelynl,Blocker,Resolved,Fixed,22/Jun/18 23:56,03/Dec/18 18:38,
Bug,MESOS-8703,13146806,Mesos master can`t reconnect to zookeeper,,Lomonosow,Blocker,Resolved,Duplicate,21/Mar/18 11:02,30/Nov/18 22:41,
Improvement,MESOS-9275,13188012,Allow optional `profile` to be specified in `CREATE_DISK` offer operation.,chhsia0,jieyu,Blocker,Resolved,Fixed,27/Sep/18 19:17,29/Nov/18 18:45,
Bug,MESOS-8623,13141504,Crashed framework brings down the whole Mesos cluster,chhsia0,deric,Blocker,Resolved,Resolved,28/Feb/18 11:31,28/Nov/18 23:43,
Bug,MESOS-9417,13200513,User mesosphere made lots of incorrect ticket updates,marco.monaco,bbannier,Blocker,Resolved,Fixed,26/Nov/18 09:52,26/Nov/18 17:30,
Bug,MESOS-4282,12927019,Update isolator prepare function to use ContainerLaunchInfo,gilbert,gilbert,Blocker,Resolved,Duplicate,04/Jan/16 17:16,26/Nov/18 12:35,
Improvement,MESOS-4965,12951028,Support resizing of an existing persistent volume,zhitao,zhitao,Blocker,Resolved,Done,16/Mar/16 22:56,26/Nov/18 12:34,
Bug,MESOS-4411,12931609,Traverse all roles for quota allocation.,gyliu,alexr,Blocker,Resolved,Fixed,15/Jan/16 23:43,26/Nov/18 12:22,
Bug,MESOS-4546,12934922,Mesos Agents needs to re-resolve hosts in zk string on leader change / failure to connect,neilc,cmaloney,Blocker,Resolved,Fixed,28/Jan/16 21:24,26/Nov/18 12:22,
Bug,MESOS-4824,12945688,"""filesystem/linux"" isolator does not unmount orphaned persistent volumes",kaysoky,kaysoky,Blocker,Resolved,Fixed,01/Mar/16 00:28,26/Nov/18 12:22,
Improvement,MESOS-4410,12931607,Introduce protobuf for quota set request.,alexr,alexr,Blocker,Resolved,Fixed,15/Jan/16 23:34,26/Nov/18 12:22,
Improvement,MESOS-4302,12928176,Offer filter timeouts are ignored if the allocator is slow or backlogged.,alexr,bmahler,Blocker,Resolved,Fixed,06/Jan/16 23:42,26/Nov/18 12:22,
Bug,MESOS-4979,12951587,"os::rmdir does not handle special files (e.g., device, socket).",jojy,jieyu,Blocker,Resolved,Fixed,18/Mar/16 18:26,26/Nov/18 12:22,
Bug,MESOS-4304,12928206,hdfs operations fail due to prepended / on path for non-hdfs hadoop clients.,bernd-mesos,JTCunning,Blocker,Resolved,Fixed,07/Jan/16 02:23,26/Nov/18 12:22,
Improvement,MESOS-4505,12933983,Hierarchical allocator performance is slow due to Quota,jvanremoortere,jvanremoortere,Blocker,Resolved,Fixed,25/Jan/16 23:50,26/Nov/18 12:22,
Bug,MESOS-4671,12938990,Status updates from executor can be forwarded out of order by the Agent.,avinash.mesos,anandmazumdar,Blocker,Resolved,Fixed,13/Feb/16 01:59,26/Nov/18 12:21,
Bug,MESOS-4102,12920267,Quota doesn't allocate resources on slave joining.,klaus1982,neilc,Blocker,Resolved,Fixed,09/Dec/15 01:30,26/Nov/18 12:21,
Documentation,MESOS-4785,12944971,Reorganize ACL subject/object descriptions.,arojas,greggomann,Blocker,Resolved,Fixed,26/Feb/16 17:41,26/Nov/18 12:21,
Bug,MESOS-4831,12945936,Master sometimes sends two inverse offers after the agent goes into maintenance.,gyliu,anandmazumdar,Blocker,Resolved,Fixed,01/Mar/16 20:21,26/Nov/18 12:21,
Bug,MESOS-3964,12914813,LimitedCpuIsolatorTest.ROOT_CGROUPS_Cfs and LimitedCpuIsolatorTest.ROOT_CGROUPS_Cfs_Big_Quota fail on Debian 8.,greggomann,bernd-mesos,Blocker,Resolved,Fixed,20/Nov/15 11:25,26/Nov/18 12:21,
Documentation,MESOS-4854,12946646,Update CHANGELOG with net_cls isolator,avinash.mesos,avinash.mesos,Blocker,Resolved,Fixed,03/Mar/16 19:13,26/Nov/18 12:21,
Bug,MESOS-4515,12934167,ContainerLoggerTest.LOGROTATE_RotateInSandbox breaks when running on Centos6.,kaysoky,tillt,Blocker,Resolved,Fixed,26/Jan/16 17:39,26/Nov/18 12:21,
Bug,MESOS-4417,12931738,Prevent allocator from crashing on successful recovery.,alexr,alexr,Blocker,Resolved,Fixed,17/Jan/16 08:43,26/Nov/18 12:21,
Bug,MESOS-4833,12945948,Poor allocator performance with labeled resources and/or persistent volumes,neilc,neilc,Blocker,Resolved,Fixed,01/Mar/16 21:34,26/Nov/18 12:21,
Bug,MESOS-4449,12933107,SegFault on agent during executor startup,anandmazumdar,philwinder,Blocker,Resolved,Fixed,21/Jan/16 16:16,26/Nov/18 12:21,
Bug,MESOS-8724,13147196,G++ Warning about libc system macros `major` and `minor` prevents Mesos build,chhsia0,bennoe,Blocker,Resolved,Fixed,22/Mar/18 15:45,01/Nov/18 19:10,
Bug,MESOS-9281,13188710,SLRP gets a stale checkpoint after system crash.,chhsia0,chhsia0,Blocker,Resolved,Fixed,01/Oct/18 22:05,31/Oct/18 18:31,
Bug,MESOS-8830,13154906,Agent gc on old slave sandboxes could empty persistent volume data,zhitao,zhitao,Blocker,Resolved,Fixed,24/Apr/18 19:01,24/Oct/18 19:12,
Bug,MESOS-9283,13188758,Docker containerizer actor can get backlogged with large number of containers.,greggomann,jieyu,Blocker,Resolved,Done,02/Oct/18 05:51,17/Oct/18 18:33,
Bug,MESOS-9279,13188261,Docker Containerizer 'usage' call might be expensive if mount table is big.,jieyu,jieyu,Blocker,Resolved,Fixed,28/Sep/18 23:08,12/Oct/18 20:24,
Bug,MESOS-9196,13182257,Removing rootfs mounts may fail with EBUSY.,jieyu,gilbert,Blocker,Resolved,Fixed,30/Aug/18 22:36,10/Oct/18 23:58,
Task,MESOS-8395,13128546,Made gRPC a requirement for Mesos builds.,chhsia0,chhsia0,Blocker,Resolved,Done,04/Jan/18 17:38,05/Oct/18 23:45,
Bug,MESOS-9228,13184722,SLRP does not clean up plugin containers after it is removed.,chhsia0,chhsia0,Blocker,Resolved,Fixed,12/Sep/18 21:00,05/Oct/18 23:38,
Bug,MESOS-8742,13148458,Agent resource provider config API calls should be idempotent.,chhsia0,chhsia0,Blocker,Resolved,Fixed,27/Mar/18 23:26,25/Sep/18 23:14,
Bug,MESOS-9131,13176687,Health checks launching nested containers while a container is being destroyed lead to unkillable tasks.,abudnik,nfnt,Blocker,Resolved,Fixed,03/Aug/18 10:44,18/Sep/18 18:20,
Improvement,MESOS-9122,13175832,Parallel serving of '/state' requests in the Master.,alexr,alexr,Blocker,Resolved,Fixed,31/Jul/18 13:25,14/Sep/18 13:28,
Bug,MESOS-8568,13137867,Command checks should always call `WAIT_NESTED_CONTAINER` before `REMOVE_NESTED_CONTAINER`,qianzhang,abudnik,Blocker,Resolved,Fixed,12/Feb/18 14:02,06/Sep/18 00:33,
Bug,MESOS-9193,13182042,Mesos build fail with Clang 3.5.,chhsia0,chhsia0,Blocker,Resolved,Fixed,30/Aug/18 04:36,05/Sep/18 08:43,
Bug,MESOS-9177,13180485,Mesos master segfaults when responding to /state requests.,bennoe,alexr,Blocker,Resolved,Fixed,22/Aug/18 14:34,24/Aug/18 20:24,
Task,MESOS-8794,13152892,Support docker image tarball hdfs based fetching.,gilbert,gilbert,Blocker,Resolved,Implemented,17/Apr/18 05:28,21/Aug/18 22:07,
Bug,MESOS-9171,13180254,Mesos agent crashes in CNI isolator when usage is queried,urbanserj,xujyan,Blocker,Resolved,Fixed,21/Aug/18 17:31,21/Aug/18 20:33,
Bug,MESOS-9146,13178102,Agent has a fragile burn-in 5s authentication timeout.,mzhu,mzhu,Blocker,Resolved,Fixed,09/Aug/18 18:42,16/Aug/18 22:09,
Bug,MESOS-9147,13178170,Agent and scheduler driver authentication retry backoff time could overflow.,mzhu,mzhu,Blocker,Resolved,Fixed,10/Aug/18 00:44,16/Aug/18 22:09,
Bug,MESOS-9145,13178101,Master has a fragile burned-in 5s authentication timeout.,bmahler,mzhu,Blocker,Resolved,Fixed,09/Aug/18 18:39,16/Aug/18 07:34,
Bug,MESOS-9144,13178070,Master authentication handling leads to request amplification.,bmahler,mzhu,Blocker,Resolved,Fixed,09/Aug/18 17:24,16/Aug/18 07:34,
Bug,MESOS-9153,13178855,Failures when isolating cgroups can leak containers,,nfnt,Blocker,Resolved,Not A Problem,14/Aug/18 13:35,15/Aug/18 10:58,
Bug,MESOS-3533,12901031,Unable to find and run URIs files,,rafaelcapucho,Blocker,Resolved,Not A Problem,28/Sep/15 14:38,15/Jul/18 21:31,
