Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Documentation,MESOS-2416,12778041,Update or delete release guide in confluence wiki,vinodkone,nnielsen,Trivial,Resolved,Fixed,26/Feb/15 22:21,26/Feb/15 22:33,
Documentation,MESOS-2415,12778040,Finish module writers guide in confluence wiki,,nnielsen,Trivial,Open,,26/Feb/15 22:19,26/Feb/15 22:19,
Documentation,MESOS-2282,12770563,developers guide is missing some details,drobinson,drobinson,Trivial,Resolved,Fixed,28/Jan/15 01:26,28/Jan/15 01:41,
Improvement,MESOS-2218,12767330,Make master/slave help message width uniform,,karya,Trivial,Open,,14/Jan/15 01:42,14/Jan/15 01:42,
Documentation,MESOS-2180,12760054,Getting Started references invalid 'tar' command.,adam-mesos,sheenaartrip,Trivial,Resolved,Fixed,08/Dec/14 02:31,05/Jan/15 06:46,
Documentation,MESOS-2204,12763455,make check fails on fresh Centos 6.5,,hbogert,Trivial,Open,,23/Dec/14 12:37,23/Dec/14 12:38,
Task,MESOS-2158,12757779,Properly get gethostbyname2_r error on OS X,,nnielsen,Trivial,Open,,25/Nov/14 19:19,25/Nov/14 19:19,
Improvement,MESOS-1960,12749608,Silence symbolic link to pre-commit in bootstrap,cmaloney,nnielsen,Trivial,Resolved,Fixed,21/Oct/14 20:24,21/Nov/14 19:00,
Improvement,MESOS-2038,12752673,Remove dead code in Slave::_runTask,bernd-mesos,bernd-mesos,Trivial,Resolved,Fixed,04/Nov/14 10:50,05/Nov/14 19:22,
Bug,MESOS-280,12607968,ExecutorDriver methods' javadocs should not be refering to SchedulerDriver methods,bmahler,kasha,Trivial,Resolved,Fixed,17/Sep/12 22:05,03/Nov/14 18:34,
Improvement,MESOS-1137,12702987,Add FAQ linked within docs/getting-started.md,,tillt,Trivial,Open,,21/Mar/14 22:27,27/Sep/14 05:34,
Bug,MESOS-1716,12734884,The slave does not add pending tasks as part of the staging tasks metric.,bmahler,bmahler,Trivial,Resolved,Fixed,18/Aug/14 23:15,17/Sep/14 00:56,
Improvement,MESOS-1643,12730100,Provide APIs to return port resource for a given role,hitony,hitony,Trivial,Resolved,Fixed,27/Jul/14 23:52,17/Sep/14 00:54,
Improvement,MESOS-1728,12735828,Libprocess: report bind parameters on failure,nekto0n,nekto0n,Trivial,Resolved,Fixed,21/Aug/14 16:37,17/Sep/14 00:54,
Bug,MESOS-1722,12734979,Wrong attributes separator in slave --help,nekto0n,nekto0n,Trivial,Resolved,Fixed,19/Aug/14 07:49,19/Aug/14 17:41,
Improvement,MESOS-6,12498835,Master should display cluster URL on web UI,,matei,Trivial,Open,,17/Feb/11 07:34,01/Aug/14 04:30,
Wish,MESOS-1579,12727024,Add Sailthru to the Powered By Mesos page,davelester,adgaudio,Trivial,Resolved,Fixed,14/Jul/14 04:35,14/Jul/14 20:45,
Task,MESOS-327,12624887,Expose master and slave process resource usage.,,bmahler,Trivial,Open,,20/Dec/12 20:17,17/Jun/14 22:23,
Bug,MESOS-1415,12716272,Web UI master redirect message doesn't show up,tarnfeld,tarnfeld,Trivial,Resolved,Fixed,23/May/14 07:02,23/May/14 17:19,
Improvement,MESOS-1382,12714900,Include the error message in routing::socket().,jieyu,jieyu,Trivial,Resolved,Fixed,16/May/14 23:13,22/May/14 01:30,
Task,MESOS-836,12680658,Delete timer.cpp which is unused in libprocess,,xujyan,Trivial,Resolved,Fixed,22/Nov/13 01:20,19/May/14 07:18,
Improvement,MESOS-1255,12710818,Master UI should show Mesos version,vinodkone,tweingartner,Trivial,Resolved,Fixed,27/Apr/14 21:08,29/Apr/14 18:56,
Improvement,MESOS-471,12647824,"Improve documentation about some slave flags (e.g., resources, attributes)",jornfranke,vinodkone,Trivial,Resolved,Fixed,15/May/13 21:01,05/Apr/14 16:35,
Bug,MESOS-936,12690104,move http namespaced code out of process.cpp in libprocess,charliecarson,charliecarson,Trivial,Resolved,Fixed,21/Jan/14 20:34,20/Feb/14 22:42,
Bug,MESOS-953,12691689,default value of JSON::Value is empty string,charliecarson,charliecarson,Trivial,Resolved,Fixed,28/Jan/14 18:39,20/Feb/14 22:42,
Bug,MESOS-865,12682794,Website build script should update relative links in docs before rendering,jfarrell,tillt,Trivial,Resolved,Fixed,04/Dec/13 23:38,31/Jan/14 05:49,
Documentation,MESOS-929,12689692,Aurora not added to the framework docs,bmahler,SEJeff,Trivial,Resolved,Fixed,19/Jan/14 05:32,28/Jan/14 23:23,
Story,MESOS-185,12551832,Provide a master stat indicating number of outstanding resource offers,bmahler,wfarner,Trivial,Resolved,Fixed,20/Apr/12 19:25,19/Aug/13 02:21,
Story,MESOS-258,12604226,mesos-master / mesos-slave => error: [Errno 32] Broken pipe,,fearless_fool,Trivial,Resolved,Fixed,21/Aug/12 14:40,19/Aug/13 02:21,
Improvement,MESOS-46,12528803,Refactor MasterTest to use fixture,benjaminhindman,woggle,Trivial,Resolved,Fixed,26/Oct/11 01:50,10/Jun/13 18:37,
Bug,MESOS-339,12628625,"Release script is expecting enter, not any key",chrismattmann,jghoman,Trivial,Resolved,Fixed,21/Jan/13 22:00,21/May/13 23:41,
Bug,MESOS-172,12548746,"'make clean' should remove Python eggs, JARs, etc. for older Mesos versions",woggle,woggle,Trivial,Resolved,Fixed,29/Mar/12 21:50,26/Apr/12 18:23,
Bug,MESOS-128,12539347,tests/zookeeper_server.cpp doesn't use Jvm::Attach in createTempDir(),woggle,woggle,Trivial,Resolved,Invalid,22/Jan/12 19:18,22/Jan/12 19:30,
Bug,MESOS-59,12529976,Test macros in tests/utils.hpp aren't robust,woggle,woggle,Trivial,Resolved,Fixed,02/Nov/11 23:40,23/Nov/11 06:49,
Bug,MESOS-79,12531222,Python external test doesn't actually test that framework finished cleanly,woggle,woggle,Trivial,Resolved,Fixed,12/Nov/11 08:36,21/Nov/11 23:11,
